Area_sqft,Property_BHK,Furnished_Status,Bathroom,Society,Price_(lacks),Status,House_floor,Building_floor,Floor_Category
653,2,Semi-Furnished,2,Shree Dutt Vihar Apartment,45.0,Ready to Move,3,6,Mid
359,1,Unfurnished,1,Shree Swami Samarth Sankul Apartment,25.0,Ready to Move,2,4,Mid
446,1,Semi-Furnished,1,Shree Swami Krupa CHS,32.0,Ready to Move,1,5,Low
288,1,Unfurnished,1,Shivsadhana CHS,15.0,Ready to Move,3,4,Top
259,1,Semi-Furnished,1,Sami Apartment,20.0,Ready to Move,11,13,Top
504,2,Unfurnished,1,Shivganga CHS,27.0,Ready to Move,2,5,Mid
619,2,Unfurnished,2,Shreeram Residency Vishal Nagar,63.0,Ready to Move,3,6,Mid
288,1,Unfurnished,1,Shivtirth Apartment Gulab Nagar,18.0,Ready to Move,3,3,Top
598,2,Semi-Furnished,1,Shivtirth Apartment Gulab Nagar,35.0,Ready to Move,2,6,Mid
684,2,Furnished,2,Shreeyash apartment,87.0,Ready to Move,2,6,Mid
684,2,Unfurnished,2,Yashobhumi Silver Park,55.0,Ready to Move,1,5,Low
562,2,Unfurnished,2,Royale Plaza,35.0,Ready to Move,3,4,Top
461,2,Unfurnished,2,Kanchan Vrundavan Business Complex,23.0,Ready to Move,3,4,Top
619,2,Unfurnished,2,GDS Capital Square,32.0,Ready to Move,7,7,Top
584,2,Unfurnished,2,Karha Gold,63.0,Ready to Move,2,3,Mid
1070,2,Semi-Furnished,3,Raichandani Ten Square,110.0,Ready to Move,9,11,Top
400,1,Unfurnished,1,KUL Ecoloch Amenity,38.5,Ready to Move,5,8,Mid
504,2,Semi-Furnished,1,Sayli Complex,37.0,Ready to Move,4,5,Top
670,2,Unfurnished,2,Waghere Empire,70.0,Ready to Move,2,6,Mid
468,1,Semi-Furnished,1,Sonigara Sankalp,35.0,Ready to Move,3,4,Top
648,2,Unfurnished,2,Shree Morya Gosavi Raj Park,58.0,Ready to Move,3,6,Mid
648,3,Unfurnished,3,Mantra 7 Hills,58.0,Ready to Move,6,12,Mid
482,2,Unfurnished,2,Mantra 7 Hills,45.0,Ready to Move,3,12,Mid
576,3,Semi-Furnished,3,Mantra 7 Hills,55.0,Ready to Move,5,12,Mid
578,3,Unfurnished,3,Mantra 7 Hills,55.0,Ready to Move,6,10,Mid
504,2,Unfurnished,2,Mantra 7 Hills,38.0,Ready to Move,5,13,Mid
468,1,Semi-Furnished,1,Angal Nakshatra,49.0,Ready to Move,7,7,Top
619,2,Unfurnished,2,Vilochan Residency,52.0,Ready to Move,4,6,Mid
612,2,Furnished,2,Vilochan Residency,42.0,Ready to Move,4,5,Top
619,2,Unfurnished,2,Vilochan Residency,50.0,Ready to Move,4,5,Top
720,2,Unfurnished,2,Whistling Winds,55.0,Ready to Move,3,8,Mid
611,2,Semi-Furnished,2,Ramana Srushti,49.0,Ready to Move,3,5,Mid
296,1,Unfurnished,1,Puraniks Aldea,51.0,Ready to Move,8,15,Mid
468,1,Semi-Furnished,1,Puraniks Aldea,54.0,Ready to Move,3,15,Low
680,2,Unfurnished,2,Punyavaastu,56.0,Ready to Move,5,8,Mid
706,2,Unfurnished,2,RR Akshay Srushti,51.0,Ready to Move,6,9,Mid
396,1,Semi-Furnished,1,Prakalp Paradise,37.0,Ready to Move,4,6,Mid
468,1,Furnished,1,Prasun Puram,40.0,Ready to Move,1,4,Mid
468,1,Semi-Furnished,1,Sai Enclave,45.0,Ready to Move,3,3,Top
396,1,Unfurnished,1,Shreeram Swapnapurti,24.0,Ready to Move,1,4,Mid
670,2,Furnished,2,Popular Colony,65.0,Ready to Move,9,12,Top
636,2,Unfurnished,2,Popular Colony,52.0,Ready to Move,10,11,Top
643,2,Unfurnished,2,Popular Colony,65.0,Ready to Move,5,11,Mid
454,1,Unfurnished,1,Sai Niketan,25.0,Ready to Move,1,6,Low
446,1,Unfurnished,1,Sadguru Park,25.0,Ready to Move,4,5,Top
466,1,Unfurnished,1,Vaibhav Nagar,40.0,Ready to Move,2,7,Mid
756,2,Semi-Furnished,2,Stone Ridge F Building,62.0,Ready to Move,6,7,Top
410,1,Semi-Furnished,1,Ganesh Kinara,45.0,Ready to Move,2,5,Mid
310,1,Unfurnished,1,Sukhvastu,17.5,Ready to Move,9,10,Top
720,2,Furnished,2,Shankeshwar Crimson,65.0,Ready to Move,1,11,Low
881,3,Unfurnished,3,The Address Residential,98.0,Ready to Move,6,12,Mid
432,1,Unfurnished,1,Buildstrong Vistara,29.0,Ready to Move,8,9,Top
410,1,Semi-Furnished,1,Rudra CHS,35.0,Ready to Move,1,5,Low
590,2,Unfurnished,2,Sanavi Aangan,42.0,Ready to Move,2,3,Mid
444,2,Furnished,2,Aashiyana Vihar CHS,52.0,Ready to Move,1,3,Mid
792,2,Semi-Furnished,2,Suvidha CHS,69.9,Ready to Move,2,4,Mid
540,2,Unfurnished,2,Parth Vihar CHS,40.0,Ready to Move,4,5,Top
518,1,Unfurnished,1,Hill View Park Apartment,29.0,Ready to Move,1,6,Low
612,2,Unfurnished,2,Shreeraj Apartment,50.0,Ready to Move,2,4,Mid
302,1,Semi-Furnished,1,Jamil Manzil,13.5,Ready to Move,3,6,Mid
385,1,Semi-Furnished,1,Kaka Residency,34.0,Ready to Move,2,5,Mid
1136,3,Semi-Furnished,3,PRA The Lake District Phase IV,75.0,Ready to Move,9,13,Mid
546,2,Unfurnished,2,Dimension Ikon,42.0,Ready to Move,2,5,Mid
446,1,Unfurnished,1,Suyash Srushti Phase I,30.0,Ready to Move,3,4,Top
662,2,Unfurnished,2,Bloom City Apartment,65.0,Ready to Move,4,5,Top
432,1,Semi-Furnished,1,Panama Silver Stone Row Houses Phase II,29.0,Ready to Move,2,7,Mid
403,1,Semi-Furnished,1,Kaustubh Apartment,45.0,Ready to Move,3,3,Top
349,1,Unfurnished,1,Playtor Childscapes Paud,18.0,Ready to Move,2,4,Mid
695,2,Unfurnished,2,Anand Vaastu,39.0,Ready to Move,3,4,Top
493,1,Unfurnished,1,Sahil Residency,45.0,Ready to Move,1,6,Low
576,2,Furnished,2,Pushpamala Apartment,55.0,Ready to Move,2,3,Mid
338,1,Unfurnished,1,Pragati Pooja Apartment,30.0,Ready to Move,2,7,Mid
1224,3,Unfurnished,3,Akashdeep Apartment,260.0,Ready to Move,2,8,Mid
423,1,Unfurnished,1,Ashtavinayak Aarambh Apartment,26.0,Ready to Move,2,4,Mid
421,1,Unfurnished,1,Ashtavinayak Aarambh Apartment,25.0,Ready to Move,2,4,Mid
653,2,Furnished,2,Sainath Pinewood Carpet Area 653 sqft Status Ready to Move Floor 11 out of 11 Transaction Resale Furnishing Furnished Society Sainath Pinewood,90.0,Ready to Move,11,11,Top
533,2,Furnished,2,Parvati Classic CHS,45.0,Ready to Move,1,7,Low
1030,3,Semi-Furnished,3,Kalpataru Iris,115.0,Ready to Move,6,14,Mid
439,1,Semi-Furnished,1,Sanjeevani Sangam,39.0,Ready to Move,3,4,Top
536,2,Unfurnished,2,Goel Gyan Ganga,55.0,Ready to Move,3,6,Mid
691,2,Semi-Furnished,2,Shivam Serene Scapes,62.0,Ready to Move,12,13,Top
612,2,Unfurnished,2,Kohinoor Begonia,35.0,Ready to Move,1,8,Low
619,2,Unfurnished,2,Kohinoor Begonia,32.0,Ready to Move,6,8,Top
671,2,Furnished,2,J J Adora,75.0,Ready to Move,5,6,Top
792,2,Semi-Furnished,2,Garve Amora Homes,62.0,Ready to Move,8,11,Mid
548,1,Semi-Furnished,1,Vanalika,25.0,Ready to Move,11,13,Top
451,2,Unfurnished,2,Dewachi Urli,40.0,Ready to Move,7,10,Mid
497,2,Semi-Furnished,1,Commanders AayushPark,28.1,Ready to Move,7,7,Top
468,1,Furnished,2,Ganga Kunj,85.0,Ready to Move,2,5,Mid
512,2,Unfurnished,2,Ganga Kunj,40.0,Ready to Move,4,5,Top
408,1,Unfurnished,1,Dwarka City,20.0,Ready to Move,1,7,Low
562,2,Unfurnished,1,Pride Lotus,34.0,Ready to Move,5,11,Mid
619,2,Unfurnished,2,Riddhi Siddhi Towers,40.0,Ready to Move,8,8,Top
679,2,Furnished,2,Riddhi Siddhi Towers,58.0,Ready to Move,6,9,Mid
324,1,Unfurnished,1,Shri Ghanoba Vighnharta Park,18.0,Ready to Move,4,5,Top
432,1,Unfurnished,1,Life Republic Clubhouse,36.0,Ready to Move,1,7,Low
544,2,Unfurnished,2,Urbangram,32.0,Ready to Move,9,12,Top
310,1,Semi-Furnished,1,Kirkatwadi,95.0,Ready to Move,3,5,Mid
432,1,Unfurnished,1,Kirkatwadi,32.0,Ready to Move,6,12,Mid
468,1,Semi-Furnished,1,Kirkatwadi,26.0,Ready to Move,3,4,Top
432,1,Unfurnished,1,Paranjape Athashri Xion,58.0,Ready to Move,1,9,Low
570,2,Unfurnished,2,Commanders Aayush Park,36.0,Ready to Move,6,9,Mid
297,1,Unfurnished,1,Unicon Nivasa,16.0,Ready to Move,2,6,Mid
439,1,Unfurnished,1,Gmc Ganga,42.0,Ready to Move,4,4,Top
727,2,Furnished,2,Gmc Empire I,72.0,Ready to Move,3,3,Top
662,3,Semi-Furnished,2,Morya,78.0,Ready to Move,2,4,Mid
576,2,Unfurnished,2,Daisy Daffodils,42.0,Ready to Move,1,4,Mid
677,2,Unfurnished,2,Pratik Nagar,33.0,Ready to Move,2,3,Mid
464,1,Unfurnished,1,Regency Park,30.0,Ready to Move,1,4,Mid
472,1,Unfurnished,1,Mantra Parkview,40.0,Ready to Move,3,14,Low
349,1,Furnished,1,Prestige Park,30.0,Ready to Move,3,5,Mid
1035,3,Semi-Furnished,3,Ravima Feel Bliss,133.0,Ready to Move,6,12,Mid
643,2,Unfurnished,2,Sumeru Residency,44.0,Ready to Move,7,8,Top
454,1,Semi-Furnished,2,Kanchan Onyx,36.0,Ready to Move,9,11,Top
461,1,Unfurnished,2,Kanchan Onyx,31.5,Ready to Move,7,12,Mid
467,1,Semi-Furnished,2,Kanchan Onyx,40.0,Ready to Move,5,12,Mid
1079,3,Furnished,3,Kanchan Onyx,100.0,Ready to Move,2,11,Low
901,2,Semi-Furnished,2,Casa Mia,62.0,Ready to Move,4,14,Mid
490,1,Semi-Furnished,2,Pragati Nandini Bellus,45.0,Ready to Move,1,12,Low
778,2,Furnished,2,Prudentia Towers,74.0,Ready to Move,5,16,Mid
468,1,Unfurnished,1,Venkatesh Lake Life,35.0,Ready to Move,9,11,Top
540,2,Unfurnished,2,OM Shriniwas Venkatesh Classic,55.0,Ready to Move,10,12,Top
646,2,Semi-Furnished,2,Shree Dhareshwar Angan,40.0,Ready to Move,1,5,Low
331,1,Unfurnished,1,Rivaah Regency,38.0,Ready to Move,6,9,Mid
648,2,Unfurnished,2,Rivaah Regency,60.0,Ready to Move,2,9,Low
574,2,Unfurnished,2,Rivaah Regency,55.0,Ready to Move,7,9,Top
684,2,Semi-Furnished,2,Belscot Residency,90.0,Ready to Move,4,6,Mid
449,1,Furnished,1,Pearl,35.0,Ready to Move,11,12,Top
1020,3,Semi-Furnished,2,Satyam Shivam,130.0,Ready to Move,6,12,Mid
529,1,Unfurnished,1,Aaditya Malhar,45.0,Ready to Move,10,12,Top
468,1,Unfurnished,1,Kanchan Sunratna,35.0,Ready to Move,9,9,Top
945,3,Semi-Furnished,3,Tropical Palms,120.0,Ready to Move,11,12,Top
723,2,Semi-Furnished,2,Tropical Palms,80.0,Ready to Move,1,15,Low
403,1,Semi-Furnished,1,Lotus Apartment,30.0,Ready to Move,3,4,Top
454,1,Unfurnished,1,Florida Minis,40.0,Ready to Move,2,5,Mid
491,1,Unfurnished,1,Swaraj Complex,32.0,Ready to Move,1,7,Low
299,1,Unfurnished,1,Satyam Heights,22.0,Ready to Move,1,3,Mid
