Area,Property,Furnished Status,Bathroom,Society,Price,Floor,Status
396,1 BHK,Unfurnished,Bathroom 1,Hari Om Apartment,35 Lac,1 out of 7,Ready to Move
527,1 BHK,Furnished,Bathroom 1,Shivtirth Apartment,45 Lac,2 out of 5,Ready to Move
439,2 BHK,Unfurnished,Bathroom 2,Natraj Apartment,39 Lac,1 out of 5,Ready to Move
439,1 BHK,Semi-Furnished,Bathroom 1,Goyal Darshan Nagari,42 Lac,1 out of 3,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Goel Ganga Aashiyana Phase I,46 Lac,7 out of 11,Ready to Move
540,2 BHK,Semi-Furnished,Bathroom 2,Tulshi Prem,52 Lac,1 out of 4,Ready to Move
696,2 BHK,Unfurnished,Bathroom 2,Probo Pride Township,70 Lac,4 out of 16,Ready to Move
696,2 BHK,Unfurnished,Bathroom 2,Shubh Spring Valley,47 Lac,5 out of 12,Ready to Move
400,1 BHK,Semi-Furnished,Bathroom 1,Eiffel City Phase II,28.5 Lac,9 out of 12,Ready to Move
369,1 BHK,Unfurnished,Bathroom 1,Gagangiri Sankul,37 Lac,3 out of 4,Ready to Move
1188,4 BHK,Furnished,Bathroom 2,Shree Venkatesh Prasad,95 Lac,Ground out of 3,Ready to Move
437,1 BHK,Unfurnished,Bathroom 1,Bhoomi Residency,38 Lac,2 out of 5,Ready to Move
572,2 BHK,Semi-Furnished,Bathroom 2,Rohan Heights,70 Lac,,Ready to Move
414,1 BHK,Semi-Furnished,Bathroom 1,Green Palms,29 Lac,1 out of 8,Ready to Move
432,1 BHK,Furnished,Bathroom 1,Gulmohar Paradise,55 Lac,6 out of 6,Ready to Move
613,2 BHK,Furnished,Bathroom 2,Vilas Javdekar Yashwin Hinjewadi,85 Lac,1 out of 21,Ready to Move
713,2 BHK,Unfurnished,Bathroom 2,Devyani Heights,63 Lac,3 out of 7,Ready to Move
436,1 BHK,Unfurnished,Bathroom 1,Kiran Solitaire,36 Lac,2 out of 4,Ready to Move
382,1 BHK,Unfurnished,Bathroom 1,Sai Simran Park,38 Lac,3 out of 4,Ready to Move
385,1 BHK,Semi-Furnished,Bathroom 1,Konark Gardens,58 Lac,1 out of 4,Ready to Move
454,2 BHK,Unfurnished,Bathroom 1,Sai Gagan Palace,35 Lac,Ground out of 4,Ready to Move
603,2 BHK,Unfurnished,Bathroom 2,Ramana Srushti,55 Lac,2 out of 4,Ready to Move
420,1 BHK,Unfurnished,Bathroom 1,Ramana Srushti,30 Lac,4 out of 5,Ready to Move
458,1 BHK,Semi-Furnished,Bathroom 1,Aundh Riviera,55 Lac,5 out of 6,Ready to Move
518,1 BHK,Semi-Furnished,Bathroom 2,Aundh Riviera,49 Lac,5 out of 7,Ready to Move
450,1 BHK,Unfurnished,Bathroom 1,prachi Apartments,38 Lac,4 out of 5,Ready to Move
288,1 BHK,Unfurnished,Bathroom 1,Ceratec Green,50 Lac,3 out of 12,Ready to Move
598,2 BHK,Unfurnished,Bathroom 2,Ceratec Green,44 Lac,7 out of 11,Ready to Move
504,1 BHK,Unfurnished,Bathroom 1,Manoja Residency,32 Lac,1 out of 5,Ready to Move
447,1 BHK,Unfurnished,Bathroom 1,Puraniks Aldea,46 Lac,2 out of 14,Ready to Move
466,1 BHK,Unfurnished,Bathroom 1,Lotus Nandanvan Phase 1,32 Lac,4 out of 6,Ready to Move
414,1 BHK,Unfurnished,Bathroom 1,Lotus Nandanvan Phase 1,26.9 Lac,4 out of 7,Ready to Move
385,1 BHK,Unfurnished,Bathroom 1,Ganga Vatika,25 Lac,6 out of 7,Ready to Move
389,1 BHK,Unfurnished,Bathroom 1,Ganga Vatika,18 Lac,7 out of 7,Ready to Move
464,1 BHK,Unfurnished,Bathroom 1,Lotus Nandanvan Phase 1,34 Lac,2 out of 7,Ready to Move
439,1 BHK,Unfurnished,Bathroom 1,Fortune Empress,32 Lac,12 out of 13,Ready to Move
477,1 BHK,Semi-Furnished,Bathroom 1,Fortune Empress,28.5 Lac,5 out of 13,Ready to Move
774,2 BHK,Unfurnished,Bathroom 2,Shivam Greencourt,40 Lac,11 out of 13,Ready to Move
734,2 BHK,Semi-Furnished,Bathroom 2,Bhargav Palace,60 Lac,1 out of 7,Ready to Move
452,1 BHK,Unfurnished,Bathroom 1,Bhargav Palace,36 Lac,1 out of 7,Ready to Move
441,1 BHK,Unfurnished,Bathroom 1,Kohinoor Begonia Phase III,19.8 Lac,4 out of 4,Ready to Move
677,2 BHK,Unfurnished,Bathroom 2,Nirmiti 25east,72 Lac,5 out of 12,Ready to Move
410,1 BHK,Unfurnished,Bathroom 1,Nirmiti 25east,46 Lac,9 out of 15,Ready to Move
477,1 BHK,Semi-Furnished,Bathroom 1,Swaraj Nagri,24.5 Lac,2 out of 3,Ready to Move
936,3 BHK,Unfurnished,Bathroom 2,Swaraj Nagri,50 Lac,1 out of 4,Ready to Move
457,1 BHK,Unfurnished,Bathroom 1,Kohinoor Iris Park,32 Lac,4 out of 6,Ready to Move
655,2 BHK,Unfurnished,Bathroom 2,Kohinoor Iris Park,45 Lac,5 out of 8,Ready to Move
490,1 BHK,Semi-Furnished,Bathroom 1,Gagan Renaissance,34 Lac,5 out of 11,Ready to Move
594,2 BHK,Unfurnished,Bathroom 2,Bluebells Aura,86 Lac,8 out of 11,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Vishal Memories,80 Lac,6 out of 6,Ready to Move
584,2 BHK,Unfurnished,Bathroom 2,Nyati Evara II,61.5 Lac,2 out of 12,Ready to Move
900,3 BHK,Furnished,Bathroom 3,Sanskruti Homes,60 Lac,4 out of 4,Ready to Move
564,1 BHK,Unfurnished,Bathroom 1,Sadguru Galaxy,30 Lac,1 out of 7,Ready to Move
396,1 BHK,Furnished,Bathroom 1,Ajmera Housing Complex,32 Lac,1 out of 3,Ready to Move
468,2 BHK,Semi-Furnished,Bathroom 2,High Mount Phase 2,60 Lac,13 out of 22,Ready to Move
605,2 BHK,Semi-Furnished,Bathroom 2,High Mount Phase 2,63 Lac,1 out of 25,Ready to Move
475,2 BHK,Unfurnished,Bathroom 2,High Mount Phase 2,55 Lac,11 out of 22,Ready to Move
619,2 BHK,Semi-Furnished,Bathroom 2,High Mount Phase 2,67 Lac,1 out of 25,Ready to Move
670,2 BHK,Furnished,Bathroom 2,Kasba Peth Aloknagri Society Carpet Area 670 sqft Status Ready to Move Floor 5 out of 5 Transaction Resale Furnishing Furnished Society Aloknagri Society,75 Lac,5 out of 5,Ready to Move
864,2 BHK,Semi-Furnished,Bathroom 2,Rachana Belvedere,1.40 Cr,3 out of 8,Ready to Move
403,2 BHK,Unfurnished,Bathroom 2,Mount Brisa,43 Lac,4 out of 13,Ready to Move
864,2 BHK,Furnished,Bathroom 2,Ganga Chambers,70 Lac,2 out of 5,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 1,Kabir Krupa Apartment,65 Lac,2 out of 6,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Kesar Tree Town,45 Lac,11 out of 12,Ready to Move
306,1 BHK,Unfurnished,Bathroom 1,Galaxy Apartment,20 Lac,Ground out of 4,Ready to Move
306,1 BHK,Unfurnished,Bathroom 1,Galaxy Apartment,20 Lac,Ground out of 4,Ready to Move
374,1 BHK,Unfurnished,Bathroom 1,Tara Aangan,25 Lac,3 out of 6,Ready to Move
432,1 BHK,Unfurnished,Bathroom 2,Shubharambh Residency,32 Lac,2 out of 4,Ready to Move
612,2 BHK,Semi-Furnished,Bathroom 2,Springdale,62 Lac,3 out of 5,Ready to Move
418,1 BHK,Semi-Furnished,Bathroom 1,Shree Swami Samarth Sai Hills,21 Lac,4 out of 8,Ready to Move
432,1 BHK,Furnished,Bathroom 1,Venkatesh Bilva,36 Lac,8 out of 8,Ready to Move
774,2 BHK,Semi-Furnished,Bathroom 2,Shree Venkatesh Kshitij,80 Lac,4 out of 7,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Shree Venkatesh Shrushti,45 Lac,7 out of 11,Ready to Move
376,1 BHK,Unfurnished,Bathroom 1,Vardhman Dhruv,41 Lac,7 out of 8,Ready to Move
439,1 BHK,Unfurnished,Bathroom 1,Shyama Wisteria,25 Lac,4 out of 12,Ready to Move
461,1 BHK,Semi-Furnished,Bathroom 1,SMP Sai Samarth,31 Lac,5 out of 11,Ready to Move
396,1 BHK,Furnished,Bathroom 1,Sai Sadan,47 Lac,6 out of 7,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Sai Angan,23 Lac,3 out of 5,Ready to Move
425,1 BHK,Furnished,Bathroom 1,Sai Angan,25 Lac,3 out of 6,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Sai Angan,50 Lac,5 out of 6,Ready to Move
414,1 BHK,Unfurnished,Bathroom 1,Mantri Market,33 Lac,7 out of 7,Ready to Move
396,1 BHK,Semi-Furnished,Bathroom 1,Mantri Market,45 Lac,7 out of 8,Ready to Move
396,1 BHK,Semi-Furnished,Bathroom 1,Poonam Garden,50 Lac,2 out of 6,Ready to Move
620,2 BHK,Semi-Furnished,Bathroom 2,Suvidha Angan,55 Lac,3 out of 4,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Vardhmanpura,54 Lac,11 out of 11,Ready to Move
680,2 BHK,Semi-Furnished,Bathroom 2,Suyog Pearl,60 Lac,9 out of 11,Ready to Move
691,2 BHK,Semi-Furnished,Bathroom 2,Suyog Pearl,57.8 Lac,11 out of 11,Ready to Move
792,2 BHK,Furnished,Bathroom 2,Suyog Enclave,1.12 Cr,1 out of 6,Ready to Move
615,2 BHK,Unfurnished,Bathroom 2,Taneshqu Icon,56 Lac,2 out of 5,Ready to Move
756,2 BHK,Semi-Furnished,Bathroom 2,TATA La Montana Phase 2,75 Lac,11 out of 12,Ready to Move
612,2 BHK,Furnished,Bathroom 2,Shivaji Arcade,35 Lac,3 out of 4,Ready to Move
1512,4 BHK,Furnished,Bathroom 3,,2.10 Cr,7 out of 13,Ready to Move
252,1 BHK,Semi-Furnished,Bathroom 1,Nandan Acura,36 Lac,3 out of 6,Ready to Move
771,2 BHK,Unfurnished,Bathroom 2,Mont Vert Belair,80 Lac,9 out of 12,Ready to Move
1584,5 BHK,Furnished,Bathroom 6,Senovar,4.30 Cr,4 out of 7,Ready to Move
706,2 BHK,Semi-Furnished,Bathroom 2,Arihant Society,81 Lac,7 out of 8,Ready to Move
1008,3 BHK,Furnished,Bathroom 3,Carpet Area 1008 sqft Status Ready to Move Floor 3 out of 6 Transaction Resale Furnishing Furnished Society Bhawani Housinng Society,1.01 Cr,3 out of 6,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Carpet Area 360 sqft Status Ready to Move Floor 2 out of 8 Transaction Resale Furnishing Unfurnished Society Bhawani Housinng Society,32 Lac,2 out of 8,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Carpet Area 432 sqft Status Ready to Move Floor 3 out of 4 Transaction Resale Furnishing Unfurnished Society Bhawani Housinng Society,25 Lac,3 out of 4,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Swapnapurti,28 Lac,5 out of 5,Ready to Move
447,1 BHK,Unfurnished,Bathroom 1,Swapnapurti,30 Lac,9 out of 10,Ready to Move
648,1 BHK,Unfurnished,Bathroom 1,Golden Trellis,64 Lac,8 out of 10,Ready to Move
817,2 BHK,Furnished,Bathroom 2,Navjeevan BlueBells,1.20 Cr,3 out of 8,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Trademark Life,21 Lac,5 out of 11,Ready to Move
549,2 BHK,Furnished,Bathroom 1,Trademark Life,30 Lac,7 out of 11,Ready to Move
641,2 BHK,Unfurnished,Bathroom 2,Trademark Life,36 Lac,7 out of 11,Ready to Move
559,2 BHK,Unfurnished,Bathroom 2,Soham Apartment,32 Lac,3 out of 6,Ready to Move
541,2 BHK,Unfurnished,Bathroom 1,Nilesh Park,44 Lac,2 out of 4,Ready to Move
547,2 BHK,Unfurnished,Bathroom 1,Nilesh Park,50 Lac,1 out of 4,Ready to Move
756,2 BHK,Unfurnished,Bathroom 2,Nilesh Plaza,61.5 Lac,2 out of 3,Ready to Move
765,2 BHK,Unfurnished,Bathroom 2,Nilesh Samrudhi,50 Lac,5 out of 10,Ready to Move
367,1 BHK,Unfurnished,Bathroom 1,Shivanand Complex,38 Lac,4 out of 5,Ready to Move
864,2 BHK,Unfurnished,Bathroom 2,Nirman Eternity,79 Lac,5 out of 7,Ready to Move
713,2 BHK,Semi-Furnished,Bathroom 2,Omega Heritage,63 Lac,1 out of 17,Ready to Move
598,2 BHK,Semi-Furnished,Bathroom 2,Omega Residency,90 Lac,5 out of 7,Ready to Move
1127,3 BHK,Furnished,Bathroom 3,Fortune Estates,40 Lac,1 out of 7,Ready to Move
857,3 BHK,Semi-Furnished,Bathroom 3,Parmar Residency,75 Lac,2 out of 4,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Ganga Garden,80 Lac,3 out of 8,Ready to Move
972,3 BHK,Semi-Furnished,Bathroom 2,Goel Shiv Ganga,80 Lac,3 out of 4,Ready to Move
657,2 BHK,Semi-Furnished,Bathroom 2,Supreme Apartment,42 Lac,3 out of 4,Ready to Move
655,2 BHK,Furnished,Bathroom 2,Supreme Apartment,47 Lac,1 out of 4,Ready to Move
396,1 BHK,Unfurnished,Bathroom 1,Sai Sparsh,26 Lac,3 out of 4,Ready to Move
553,2 BHK,Semi-Furnished,Bathroom 2,Suman Shilp,41 Lac,6 out of 7,Ready to Move
1116,3 BHK,Unfurnished,Bathroom 3,Konark Exotica,90 Lac,2 out of 7,Ready to Move
457,1 BHK,Furnished,Bathroom 1,Gurukunj,40 Lac,6 out of 7,Ready to Move
764,2 BHK,Semi-Furnished,Bathroom 2,Pharande Woodsville Phase III,68 Lac,2 out of 12,Ready to Move
758,2 BHK,Semi-Furnished,Bathroom 2,Pooja Green Thumb,85 Lac,2 out of 6,Ready to Move
659,2 BHK,Unfurnished,Bathroom 2,Prasun Dham,67 Lac,3 out of 6,Ready to Move
1080,3 BHK,Furnished,Bathroom 2,Pride Green Fields,1.35 Cr,2 out of 9,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Puranik Aldea Espanola,85 Lac,8 out of 15,Ready to Move
708,2 BHK,Unfurnished,Bathroom 2,Puranik Aldea Espanola,80 Lac,12 out of 15,Ready to Move
760,2 BHK,Unfurnished,Bathroom 2,Swapna Ganga,42 Lac,5 out of 8,Ready to Move
396,1 BHK,Unfurnished,Bathroom 2,Rainbow Apartment,48.8 Lac,3 out of 5,Ready to Move
528,2 BHK,Semi-Furnished,Bathroom 2,Swapna Sagar,40.2 Lac,3 out of 4,Ready to Move
410,1 BHK,Furnished,Bathroom 1,Project Atul Nagar,50 Lac,9 out of 9,Ready to Move
619,2 BHK,Semi-Furnished,Bathroom 2,Pratik Nagar,37 Lac,2 out of 3,Ready to Move
542,2 BHK,Semi-Furnished,Bathroom 2,Siddharth Nagar,67.5 Lac,1 out of 4,Ready to Move
828,2 BHK,Furnished,Bathroom 2,New Ajantha Avenue,2 Cr,8 out of 10,Ready to Move
623,2 BHK,Unfurnished,Bathroom 2,Green Divine,55 Lac,4 out of 5,Ready to Move
594,2 BHK,Semi-Furnished,Bathroom 2,Sarita Sangam,65 Lac,3 out of 9,Ready to Move
832,3 BHK,Semi-Furnished,Bathroom 3,Regency Meadows,77 Lac,1 out of 9,Ready to Move
752,2 BHK,Unfurnished,Bathroom 2,Rohan Madhuban,1.20 Cr,4 out of 16,Ready to Move
1080,3 BHK,Unfurnished,Bathroom 3,Rohan Silver Gardenia,1.10 Cr,3 out of 13,Ready to Move
756,2 BHK,Semi-Furnished,Bathroom 1,Runal Dew Drops,62 Lac,2 out of 4,Ready to Move
1728,4 BHK,Furnished,Bathroom 4,Runwal Spring Park,3.50 Cr,2 out of 5,Ready to Move
713,2 BHK,Semi-Furnished,Bathroom 2,Agrawal Gardens,75 Lac,6 out of 7,Ready to Move
554,2 BHK,Unfurnished,Bathroom 2,Saarrthi Sinclair,50 Lac,3 out of 5,Ready to Move
396,1 BHK,Semi-Furnished,Bathroom 1,Sai palace,25 Lac,2 out of 3,Ready to Move
612,2 BHK,Furnished,Bathroom 2,Sai Prasad Apartments,50 Lac,1 out of 5,Ready to Move
428,1 BHK,Unfurnished,Bathroom 1,Samrat Towers,21 Lac,3 out of 5,Ready to Move
864,2 BHK,Semi-Furnished,Bathroom 2,Mahavir Residency,1.40 Cr,6 out of 9,Ready to Move
436,1 BHK,Unfurnished,Bathroom 2,Prachi Residency,50 Lac,6 out of 9,Ready to Move
378,1 BHK,Unfurnished,Bathroom 1,Sancheti Pratik Nagar,26 Lac,3 out of 4,Ready to Move
461,1 BHK,Semi-Furnished,Bathroom 1,Kumar Premier,65 Lac,6 out of 6,Ready to Move
751,2 BHK,Furnished,Bathroom 2,Kumar Princeville,88 Lac,12 out of 12,Ready to Move
648,2 BHK,Semi-Furnished,Bathroom 2,Kumar Princeville,72 Lac,2 out of 13,Ready to Move
600,2 BHK,Semi-Furnished,Bathroom 2,Kumar Princeville,70 Lac,4 out of 13,Ready to Move
1069,3 BHK,Semi-Furnished,Bathroom 3,Kumar Princeville,1.25 Cr,11 out of 13,Ready to Move
436,2 BHK,Unfurnished,Bathroom 2,Megapolis Smart Homes I,56 Lac,7 out of 20,Ready to Move
611,2 BHK,Furnished,Bathroom 2,Kubera Vihar,60 Lac,5 out of 7,Ready to Move
1044,3 BHK,Unfurnished,Bathroom 3,Regulus,1.30 Cr,2 out of 6,Ready to Move
1044,3 BHK,Unfurnished,Bathroom 3,Regulus,1.30 Cr,2 out of 6,Ready to Move
612,2 BHK,Semi-Furnished,Bathroom 2,Kunal House,58 Lac,3 out of 4,Ready to Move
361,1 BHK,Unfurnished,Bathroom 1,Kunal Residency,30.3 Lac,4 out of 4,Ready to Move
454,2 BHK,Semi-Furnished,Bathroom 1,Kundan Heritage,80 Lac,1 out of 9,Ready to Move
540,1 BHK,Unfurnished,Bathroom 1,Nanekarwadi 1,35 Lac,3 out of 6,Ready to Move
454,1 BHK,Unfurnished,Bathroom 1,Laxmi Park,50 Lac,1 out of 5,Ready to Move
450,1 BHK,Unfurnished,Bathroom 1,Laxmi Park,35 Lac,3 out of 4,Ready to Move
756,2 BHK,Semi-Furnished,Bathroom 2,Laxmi Vridavan,80 Lac,2 out of 8,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Lotus Grace,58 Lac,4 out of 5,Ready to Move
504,1 BHK,Unfurnished,Bathroom 1,Lotus Grace,42 Lac,2 out of 5,Ready to Move
634,2 BHK,Semi-Furnished,Bathroom 2,Lotus Vrindavan,45 Lac,2 out of 7,Ready to Move
749,2 BHK,Unfurnished,Bathroom 2,MP Residency,60 Lac,5 out of 6,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,MP Residency,45 Lac,1 out of 7,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Shri Ram Apartment,25 Lac,2 out of 4,Ready to Move
477,1 BHK,Unfurnished,Bathroom 1,Mark Cosmos,24 Lac,1 out of 3,Ready to Move
860,2 BHK,Unfurnished,Bathroom 2,Sky Heights,54 Lac,9 out of 12,Ready to Move
490,2 BHK,Semi-Furnished,Bathroom 2,Sky Heights,52 Lac,1 out of 12,Ready to Move
547,1 BHK,Semi-Furnished,Bathroom 1,Uday Glorious Park,45 Lac,2 out of 8,Ready to Move
580,1 BHK,Unfurnished,Bathroom 1,Uday Glorious Park,45 Lac,5 out of 8,Ready to Move
641,2 BHK,Semi-Furnished,Bathroom 2,Vastushodh Urbangram,42 Lac,4 out of 12,Ready to Move
600,2 BHK,Unfurnished,Bathroom 2,Vishal Nagari,52 Lac,4 out of 7,Ready to Move
612,2 BHK,Furnished,Bathroom 2,Vishal Arc Glory,52 Lac,6 out of 8,Ready to Move
475,1 BHK,Semi-Furnished,Bathroom 1,Diamond Vishal Paradise,43 Lac,5 out of 7,Ready to Move
463,2 BHK,Unfurnished,Bathroom 2,Wisteriaa,75 Lac,6 out of 16,Ready to Move
860,2 BHK,Semi-Furnished,Bathroom 2,Benchmark Sirocco Grande,95 Lac,13 out of 14,Ready to Move
852,2 BHK,,Bathroom 2,Sai Mystique,65 Lac,9 out of 9,Ready to Move
1029,2 BHK,,Bathroom 2,Vastushree Adrina,49 Lac,11 out of 11,Ready to Move
757,2 BHK,Semi-Furnished,Bathroom 2,Royal Glory,76 Lac,1 out of 10,Ready to Move
341,1 BHK,Semi-Furnished,Bathroom 1,Silver Winds,22 Lac,3 out of 4,Ready to Move
360,1 BHK,Furnished,Bathroom 1,Queenstown,68 Lac,6 out of 12,Ready to Move
785,2 BHK,Unfurnished,Bathroom 1,Ganga Terrace Mundhawa,64 Lac,2 out of 3,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Alpine Aura,30 Lac,8 out of 8,Ready to Move
810,3 BHK,Unfurnished,Bathroom 3,Ashwini Palace,85 Lac,6 out of 8,Ready to Move
504,1 BHK,Furnished,Bathroom 1,Ashwini Palace,45 Lac,3 out of 9,Ready to Move
1250,3 BHK,,Bathroom 3,Balewadi High Street,1.80 Cr,18 out of 23,Ready to Move
754,2 BHK,,Bathroom 2,Setpal Palazzo,75 Lac,1 out of 11,Ready to Move
1444,3 BHK,Unfurnished,Bathroom 3,Kumar Hill View Residency,2.33 Cr,3 out of 15,Ready to Move
325,1 BHK,Unfurnished,Bathroom 1,Aishwaryam Melody,32 Lac,2 out of 5,Ready to Move
425,1 BHK,Unfurnished,Bathroom 2,Ganesh Prabha Apartment,21 Lac,3 out of 4,Ready to Move
688,2 BHK,Furnished,Bathroom 1,Prem Sagar Chinchwad,65 Lac,2 out of 7,Ready to Move
688,2 BHK,Furnished,Bathroom 2,Prem Sagar Chinchwad,90 Lac,5 out of 6,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Shrivihar Society,1 Cr,Ground out of 4,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Sollanna hsg society Thergaon Chinchwad,60 Lac,7 out of 12,Ready to Move
504,2 BHK,Furnished,Bathroom 2,Sollanna hsg society Thergaon Chinchwad,62 Lac,7 out of 8,Ready to Move
396,3 BHK,Unfurnished,Bathroom 1,Star Bliss,24 Lac,3 out of 5,Ready to Move
397,1 BHK,Unfurnished,Bathroom 1,Kondhwa Suswani Complex Society Carpet Area 397 sqft Status Ready to Move Floor 2 out of 5 Transaction Resale Furnishing Unfurnished Society Suswani Complex Society,27 Lac,2 out of 5,Ready to Move
397,1 BHK,Semi-Furnished,Bathroom 1,Ganraj Swapnapurti phase 2,38 Lac,4 out of 7,Ready to Move
288,1 BHK,Unfurnished,Bathroom 1,Swamini apartment,25 Lac,1 out of 5,Ready to Move
439,1 BHK,Semi-Furnished,Bathroom 1,Swami Sparsh,32 Lac,3 out of 7,Ready to Move
407,1 BHK,Semi-Furnished,Bathroom 1,Swami Sparsh,25 Lac,2 out of 5,Ready to Move
475,1 BHK,Semi-Furnished,Bathroom 1,Swami Sparsh,22 Lac,5 out of 5,Ready to Move
547,1 BHK,Unfurnished,Bathroom 1,Swami samarth society,30 Lac,Ground out of 5,Ready to Move
360,1 BHK,Semi-Furnished,Bathroom 1,swami samarth cooperating housing society,37 Lac,4 out of 5,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,shri Samarth Apartment Kasarwadi,30 Lac,3 out of 4,Ready to Move
513,1 BHK,Unfurnished,Bathroom 1,shri Nirmaladevi heights,35 Lac,4 out of 6,Ready to Move
576,2 BHK,Semi-Furnished,Bathroom 2,Shri Krishna Vihar,57 Lac,3 out of 3,Ready to Move
526,2 BHK,Unfurnished,Bathroom 1,Camp Supriya Society Carpet Area 526 sqft Status Ready to Move Floor 2 out of 7 Transaction Resale Furnishing Unfurnished Society Supriya Society,55 Lac,2 out of 7,Ready to Move
441,1 BHK,Unfurnished,Bathroom 1,Bhekrai Nagar Sunrise Society Carpet Area 441 sqft Status Ready to Move Floor 4 out of 6 Transaction Resale Furnishing Unfurnished Society Sunrise Society,28 Lac,4 out of 6,Ready to Move
540,1 BHK,Semi-Furnished,Bathroom 1,Sunrise Society,32 Lac,1 out of 7,Ready to Move
402,1 BHK,Unfurnished,Bathroom 1,Hadapsar Sunrise Cooperative Housing Society Carpet Area 402 sqft Status Ready to Move Floor 3 out of 3 Transaction Resale Furnishing Unfurnished Society Sunrise Cooperative Housing Society,29 Lac,3 out of 3,Ready to Move
630,1 BHK,Semi-Furnished,Bathroom 1,Surabhi residency,57 Lac,1 out of 3,Ready to Move
418,1 BHK,Furnished,Bathroom 1,Shree Morya Gosavi Raj Park,35 Lac,4 out of 4,Ready to Move
828,2 BHK,Semi-Furnished,Bathroom 2,Shree Morya Gosavi Raj Park,65 Lac,4 out of 6,Ready to Move
670,2 BHK,Furnished,Bathroom 2,Shree Morya Gosavi Raj Park,65 Lac,3 out of 6,Ready to Move
533,2 BHK,Unfurnished,Bathroom 2,SK Shree Ganesh Park,29 Lac,3 out of 7,Ready to Move
389,1 BHK,Unfurnished,Bathroom 1,SK Shree Ganesh Park,20 Lac,3 out of 4,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Shredha Advik,32 Lac,3 out of 3,Ready to Move
648,2 BHK,Unfurnished,Bathroom 2,Shraddha Heritage Morwadi,63 Lac,1 out of 3,Ready to Move
331,1 BHK,Semi-Furnished,Bathroom 1,Vighanaharta Complex,17 Lac,4 out of 6,Ready to Move
526,1 BHK,Unfurnished,Bathroom 1,Sai Dwarka,35 Lac,8 out of 10,Ready to Move
471,1 BHK,Unfurnished,Bathroom 1,Saarrthi Sovereign,45 Lac,9 out of 12,Ready to Move
568,1 BHK,Furnished,Bathroom 1,RS Royal Castle,55 Lac,1 out of 9,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Ravi Park,65 Lac,3 out of 4,Ready to Move
612,2 BHK,Unfurnished,Bathroom 1,Radha Nagari Chs,50 Lac,3 out of 3,Ready to Move
648,2 BHK,Furnished,Bathroom 2,Tejashree Apartment,1.54 Cr,Ground out of 3,Ready to Move
730,2 BHK,Unfurnished,Bathroom 2,Neeti Heritage,50 Lac,2 out of 4,Ready to Move
626,2 BHK,Furnished,Bathroom 2,The Mpire Township,52 Lac,12 out of 14,Ready to Move
665,2 BHK,Unfurnished,Bathroom 2,Meridian zuha,59 Lac,2 out of 6,Ready to Move
648,2 BHK,Furnished,Bathroom 2,Madhuram Building,45 Lac,2 out of 4,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Madhuram Building,45 Lac,2 out of 4,Ready to Move
720,2 BHK,Furnished,Bathroom 2,Lloyds Chamber,1 Cr,2 out of 6,Ready to Move
400,1 BHK,Furnished,Bathroom 1,Laxmi green county,32.5 Lac,1 out of 7,Ready to Move
972,3 BHK,Unfurnished,Bathroom 3,Kumar Castle,1.21 Cr,1 out of 3,Ready to Move
562,2 BHK,Semi-Furnished,Bathroom 1,Kudale Patil Heritage,50 Lac,2 out of 6,Ready to Move
432,1 BHK,Semi-Furnished,Bathroom 1,Indraprastha society,44 Lac,1 out of 4,Ready to Move
612,2 BHK,Furnished,Bathroom 2,Indra Park,58 Lac,1 out of 7,Ready to Move
839,2 BHK,Unfurnished,Bathroom 2,Kondhwa Hill Crest Society Carpet Area 839 sqft Status Ready to Move Floor 3 out of 5 Transaction Resale Furnishing Unfurnished Society Hill Crest Society,50 Lac,3 out of 5,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Rahatani Pimpri Chinchwad Govind Dham Society Rahatani Carpet Area 468 sqft Status Ready to Move Floor 4 out of 4 Transaction Resale Furnishing Unfurnished Society Govind Dham Society Rahatani,50 Lac,4 out of 4,Ready to Move
